characterId,accountId,name,region,nr,level,exp,characterClass,race,ownGold,ownMushrooms,glory,strength,agility,intelligence,constitution,luck,hp
2715fe87-7e6f-4186-95c9-5ed51d45fa07,6f26c835-4199-48a6-ac3a-d2bf3fb21f10,FlameSlayer,de,2,235,234977,berserker,darkElf,15797,191,543,1439,2052,3860,1762,3234,240434
05422557-a057-48e0-9123-a107b08a7b8c,0d8f317a-1156-477e-853e-78825fd884ab,FlameSlayer268,int,2,440,85292,bard,elf,15963,3064,3701,2037,7456,5519,4270,2126,508311
55dc012f-11f9-4dd1-8912-3c5f31e777b3,0d8f317a-1156-477e-853e-78825fd884ab,FlameSlicer,pl,1,383,179183,battleMage,human,19429,432,21712,3658,6316,6259,11332,5476,1165805
8983dda0-c436-44d5-829e-3f4f50555f57,c3f9480f-7cd1-4f42-98a9-a8ec33d7b28b,FlameSlicer411,pl,1,243,100692,scout,demon,20648,1460,18835,3834,708,3469,3878,1362,2271705
53c1b8e8-090c-4015-b167-1a9f2622befe,2e3ec83e-95cd-455c-b6bd-440ddd769148,FlameSlicer726,de,1,375,36851,warrior,darkElf,34713,2509,3516,2780,4624,808,5317,1015,2685002
4e41a994-5bfa-430f-a59f-f765e651e511,b8fb24f3-3bf6-49c3-b1af-4ada7309c67b,FlameStalker,am,1,264,119455,warrior,demon,19763,1587,11904,7541,4017,3380,6746,129,1477001
83c2a3ed-05e5-46dc-aae9-717478ba08ff,c63847f7-93b8-4a79-80fa-f3c2ce9e5c0b,FlameThief161,cz,2,470,212783,warrior,gnome,36086,2726,25066,7185,13430,2748,13996,5154,3497693
2c1a0ea8-f0f9-430b-82c4-487635d03153,2a19a1ac-cd0c-422e-953a-bf1c0658bb23,FlameThief658,int,1,353,241178,warrior,dwarf,29957,51,28458,9142,9252,8688,5576,4500,1928582
3c2ccfbe-4fd8-4079-8fc4-66e3cc9a564a,2105d753-e715-4f1f-b725-b1253b498829,DragonRider8949,int,1,205,164524,battleMage,goblin,16723,533,821,5537,4117,1974,2630,4655,1080863
d5a96667-7ca3-4633-b1d7-a6c173721393,2a19a1ac-cd0c-422e-953a-bf1c0658bb23,FlameThief905,de,2,38,13060,mage,dwarf,3172,223,749,262,539,1086,602,1081,347695
19b6f94a-f385-4beb-bcf3-6adb6587248a,564f0894-c67f-4d0b-ba73-280c7a529a5d,FlameWalker,cz,2,235,229363,scout,gnome,11846,295,14689,5780,1974,2668,6500,4268,508628
2d2e23c8-608e-4da9-adfc-38d94e825ed0,88c49389-eefc-406e-971a-1b19b066004e,FlameWalker676,cz,1,145,29494,berserker,human,8275,296,7011,561,2867,2383,2784,3760,390998
894838d1-63af-4ab6-ae63-93388b7c502d,87e88506-d333-44a2-b24e-3d77cf726ce9,FlameWalker726,int,1,500,115447,berserker,gnome,49775,750,36749,2452,7987,7401,7334,4761,1547979
9c8f9ac2-1cfc-462c-990f-9871307a98fb,27e95cbd-491d-4b86-bb33-1f94620c5101,FlameWalker860,fr,2,339,3267,bard,darkElf,30475,1801,6179,773,3385,7933,7007,160,2852441
f44dc289-4139-4517-b081-e8329ffb764d,9e9ca77e-b88c-47ee-b391-f82627493114,FlameWarden,fr,1,374,311736,battleMage,gnome,102,254,28266,5868,10109,9184,247,4331,933797
3eee20a2-13cd-4c2f-9c9b-e2615e3cf8e6,4252a213-3fc0-4a40-bba7-97d6245ed717,FlameWarden205,hu,1,277,47980,battleMage,gnome,17854,870,24186,4060,2251,7134,3125,3054,1288236
d501f146-57fe-4720-88f8-95ec6a18ee03,6197b9d7-7102-49d9-b64f-621ac713c6e1,FlameWarden758,eu,1,30,26730,berserker,elf,139,116,2342,809,648,63,678,403,238939
7c23649b-c728-4db2-9d1c-22afea59396d,6c59f537-5e8c-4f12-ac9b-bd59ff994476,FlameWarden860,hu,2,80,56403,battleMage,orc,7041,511,3048,1835,641,1999,1445,1022,775417
18dc8e39-c3a2-45fa-b737-a10239531f0f,6c59f537-5e8c-4f12-ac9b-bd59ff994476,FlameWhisper,am,1,492,128227,scout,darkElf,97,3083,46136,3571,13203,1340,5638,8665,4763915
11f4fc92-3dd6-43fe-a53d-552e4da86cd9,2105d753-e715-4f1f-b725-b1253b498829,IceLord4060,cz,1,26,1521,battleMage,darkElf,1578,245,10,154,625,494,768,112,26212
0781ebb0-fe49-4be7-9221-017c7614722d,1e8832a4-0c42-4921-8014-892cfd65074f,FlameWhisper423,cz,1,76,45198,demonHunter,human,1440,536,1040,1242,1100,1668,834,879,111041
8c2a822f-e3e1-4425-b837-18ccf62cd16f,1e8832a4-0c42-4921-8014-892cfd65074f,FlameWhisper658,pl,1,452,333727,battleMage,orc,44829,302,29794,4252,4029,3288,5295,3872,1827700
b0766a6a-f85a-45b8-8143-29cf9e5784ab,1e8832a4-0c42-4921-8014-892cfd65074f,FrostBeast,hu,1,60,3006,scout,dwarf,5097,510,5553,1774,1561,1128,1677,1589,185258
e2e71a6f-4df8-4c15-9e4a-65390e385209,1e8832a4-0c42-4921-8014-892cfd65074f,FrostBeast613,int,2,362,298210,scout,human,18712,3329,8704,4771,3742,5787,337,10122,371737
62e00a5c-4dca-4138-b565-3926bdadaff1,1e8832a4-0c42-4921-8014-892cfd65074f,FrostBreaker,int,2,84,73630,demonHunter,dwarf,6784,831,5045,967,2127,1926,774,856,190233
bad018f1-50ae-45c6-921f-2b0edbe206e6,746c210c-5c24-41b6-8388-63929383d6ba,FrostBreaker13,pl,2,236,100429,mage,orc,6048,1969,21471,6755,5779,519,978,787,552073
824597a6-990e-400b-9262-283b14929c28,746c210c-5c24-41b6-8388-63929383d6ba,FrostBreaker437,int,2,294,30164,warrior,orc,22280,2248,3166,170,411,3357,6675,3567,2793352
0b3c55a9-2956-4135-bc9d-e26e16d9ac00,55d5b63f-40e0-45b8-8e3d-2e9c9ec5aff4,FrostBreaker729,fr,1,498,6415,mage,orc,7455,1272,49299,13866,5533,6139,5945,1384,4416678
0c8bb514-b1e9-42d7-b57b-f248dbc6ea38,1d8790eb-0a60-456d-ab08-3936145cd871,FrostBreaker990,am,1,121,45917,mage,orc,2537,323,3170,2505,2388,1198,1654,181,1168288
f8eab94d-1b9a-4cae-a437-8d6c919572ad,88409065-2146-4c58-be5a-3cc50412a04c,FrostFang,hu,2,181,102006,mage,dwarf,5024,119,15740,3176,2008,811,4884,3946,216028
9ddffbe5-81dc-4362-93b5-99444b92751f,54606893-51ac-4ec1-a214-322d22650a97,DarkWalker8833,int,1,68,37775,scout,darkElf,5396,430,4770,301,1289,1023,1855,1028,314156
4ae9aff5-0060-404d-848d-af88a9cbee9f,d41e8255-daaa-414b-887f-ee9c5137a73b,FrostFang106,am,1,4,2444,warrior,dwarf,97,37,110,81,25,115,31,34,22981
fa8d8c55-ed38-47fe-bbf3-bc44469a5e6f,350dc18a-dada-488e-8b87-0c2bb0eb8fc8,FrostFang108,fr,2,88,21730,battleMage,orc,220,250,428,1353,695,1239,2058,277,256268
8641b690-7fe4-4633-b7b6-822f7f0dfd90,350dc18a-dada-488e-8b87-0c2bb0eb8fc8,FrostFang609,eu,1,481,437156,battleMage,elf,30229,1228,15874,10849,13774,13162,10894,10146,2628716
9a59e217-10ce-4629-a880-ebafb81ca450,57027a59-e765-4c43-8132-7291c9aaaaad,FrostFang675,eu,2,162,134685,battleMage,demon,15037,1348,7407,2716,159,2486,3536,4845,675794
b7e28b59-48da-4213-902d-ca48126ab103,f1bd1d94-64bf-4ebe-8876-c5308d4ef630,FrostHeart,fr,1,449,130277,scout,orc,33265,3397,15696,11071,9719,10911,5163,4674,3748078
14e14548-6d08-4de2-93f1-8f05d54c3723,26a07f2b-50b5-45f2-8c0c-402d3b47cc35,FrostHeart111,int,1,437,134814,mage,elf,11538,2244,43302,9179,6786,4015,11273,10584,1986897
2833e33a-cce4-4e23-b466-cac28848bdb0,2f27450d-f0e0-4997-81df-eadada540f37,FrostKing,cz,2,44,42335,bard,darkElf,57,90,364,621,793,62,1081,971,312928
6f9dea0c-1cfc-42f9-b08d-a47078512e67,1a6703c0-6e67-4fd3-98f2-5abad79582c1,FrostKnight118,am,1,231,178517,berserker,dwarf,5821,924,17481,3360,5148,5225,2340,6810,1603311
913864a0-103f-4982-908f-74b18baa1ce4,1a6703c0-6e67-4fd3-98f2-5abad79582c1,FrostKnight218,cz,2,496,53783,berserker,elf,11701,4010,2558,4822,10396,6437,5405,9456,2917003
1f772abb-6570-4d14-bf75-2c8010854cc0,1a6703c0-6e67-4fd3-98f2-5abad79582c1,FrostKnight395,de,1,377,366569,warrior,darkElf,32260,1698,6679,5991,7845,11237,6689,7356,3007082
3d5e9e2b-9c5b-4671-bd41-23e38eb9f86d,e2949db4-a25b-4c5c-99b9-ba042094b465,KnightRider6690,am,2,451,158542,mage,orc,43687,3294,21598,6682,10890,10712,1149,10859,3306034
8350376e-9230-485f-a309-e372d4dad13f,1a6703c0-6e67-4fd3-98f2-5abad79582c1,FrostKnight738,fr,1,254,242109,mage,elf,15102,964,7983,3446,5140,1719,2487,6113,963280
a75e7f96-e4af-4dc9-9dca-4288dded0340,0948dfd0-f561-4676-aeb0-61578e6875d4,FrostLord,de,2,193,176119,mage,dwarf,1058,1082,7533,639,1725,5726,3997,4424,870385
7d097bfc-b3e5-4779-b06e-7f34c0b364a7,19ba6bde-9215-499c-9c02-76f31921c1ef,FrostMage,de,1,213,115347,warrior,dwarf,4628,1715,9549,6372,1359,2268,818,5293,1391540
b7feb115-b7b0-4745-9be0-f035a1492073,d23ea50f-55ab-43ad-821f-f03069074157,FrostMage575,hu,2,340,188956,mage,goblin,19451,3239,24665,4473,3667,2118,6059,10190,2750789
7fe58132-3e1a-41ed-828c-20118a3072c4,a85fd5bc-e7e0-4832-b4c5-c57846811f56,FrostMage618,cz,2,443,206371,scout,goblin,33639,3714,11184,1463,11808,2492,7490,3994,4122107
a996e91e-174e-48b8-8227-2acb8584c6fe,44fe849e-0c14-45dd-adeb-7c65f1bda9ea,FrostMage651,int,1,184,21981,bard,human,12928,534,4939,3931,139,2254,4355,1643,1141404
9d8be8af-b3b5-41e4-84c9-4bd5fee740d5,44fe849e-0c14-45dd-adeb-7c65f1bda9ea,FrostMage978,cz,2,472,282053,berserker,dwarf,7878,3550,37823,308,9255,13427,2143,187,4483981
68e72869-22bc-408e-9efc-4219231125d2,f3c761a8-b53f-4efa-a8d8-94e2d71186a2,FrostMaster,de,1,455,298031,assasin,human,23855,3774,22233,10561,9039,1316,9913,2588,3184005
1628cafc-23a0-470c-8291-3cc3e7c78bc9,fbefd915-059c-438d-ae87-570acf9aa1c6,FrostMaster175,hu,1,441,417368,battleMage,darkElf,27149,1267,5148,7877,3318,9823,4770,6883,886547
9a470a3c-5485-4c7b-86bc-b9de707070a0,dc347f09-0596-45a1-ac06-0bb354e1753e,FrostMaster745,hu,2,435,172630,demonHunter,dwarf,32916,539,21626,11341,7093,4608,7160,12625,3193880
1b137402-b6ce-467c-bc14-3aad56e16d31,e2949db4-a25b-4c5c-99b9-ba042094b465,FireWizard6292,am,1,119,4208,bard,gnome,11060,905,4230,967,2081,1940,3525,2565,793014
2933976b-56de-44cd-95fa-13ac87d7f52f,bccfc622-565f-4966-b6ad-08296842f2cb,FrostQueen,hu,2,312,122239,demonHunter,human,10081,1495,22787,6176,2056,940,4731,3558,3045930
94e4f8ad-415d-4eee-b584-c589ab8e5f15,bccfc622-565f-4966-b6ad-08296842f2cb,FrostQueen115,fr,2,180,47436,berserker,dwarf,9741,1752,16837,977,3520,5136,4340,4620,820830
00bf3625-8043-4dc8-94a8-08200e437001,415acece-026d-4c06-9fcf-1dc1afd4d52f,FrostQueen567,am,2,310,114905,demonHunter,human,28881,959,892,3091,1348,1368,8295,7251,3099186
add6e416-196d-48b8-9a7a-3a269bbde0e0,28edf18a-0cca-40a0-a40e-97ad10b32022,FrostQueen832,de,2,425,287350,demonHunter,human,42464,2778,23459,9774,9120,5922,11507,2356,3949770
7fad60bc-33cc-4337-ad76-b2503b3d9a65,820f0840-fefd-45f8-ba64-4b574c4503aa,FrostReaper,hu,1,466,363373,battleMage,dwarf,31104,1492,38042,1817,2097,6232,10287,6420,1694934
0f0aa93a-ce77-438e-8b0f-9e1a786e962e,f15c490d-56a3-4248-9608-a480094244bd,FrostReaper174,eu,1,455,219545,battleMage,demon,41108,3008,43097,6040,5751,7797,2459,10460,790432
57df73c5-9372-4347-a3e1-6179c3fe6291,f15c490d-56a3-4248-9608-a480094244bd,FrostReaper814,fr,2,249,222853,battleMage,elf,2138,1916,9431,2215,2494,4218,3951,6451,592207
8214dfd6-48ee-4fed-be4b-b23ec58f8494,e8ff986c-486f-4145-adf5-3a420748995f,FrostReaper82,hu,1,83,11334,battleMage,elf,1877,656,7226,669,1415,1682,2365,1616,414897
045e10fb-9632-4eb9-bd4e-0df859bab122,c3b5c733-a4c0-4d8b-9bb8-982f2fff7660,FrostRider,int,1,252,69560,scout,demon,24450,99,14160,2656,1961,685,4335,1017,1102490
8c2b9035-e89f-4ae1-bc08-d591aa0f0b9b,6c6bc94f-93f1-4554-a031-636351c752e9,FrostRider261,int,2,54,6692,bard,darkElf,1455,480,4845,560,1093,1239,29,1557,131212
b7b27fb0-53ac-4c1d-b955-89d4f456f4b1,f3c6b217-bd3f-47de-899c-a07e33935a80,BladeKing6810,hu,1,187,18684,mage,gnome,2613,190,5812,3053,4815,850,2805,3138,1263464
4a4d4d62-e51c-4f8b-9c91-61f631a9cb65,60680fa6-6862-4f89-acb3-8b713e2e2d58,FrostRider380,hu,1,88,79169,assasin,demon,777,494,3019,2593,1203,1933,714,490,466009
191d3533-fd41-44cd-945f-1ad4a5eaee43,d6955b7c-8f8b-4116-b459-e41416371b37,FrostRider393,am,1,496,4569,assasin,gnome,36258,2205,5881,4826,82,2000,2811,11470,743260
88ff17d4-b815-47cc-9e5c-78ff4e11620e,d6955b7c-8f8b-4116-b459-e41416371b37,FrostRider397,pl,2,367,341860,mage,human,20155,1418,31424,10369,8183,9933,10532,9662,2417584
e9814b21-70b7-4f03-95df-e979dab67ba8,bd584fee-2fc5-48b5-8c1b-994305eaa510,FrostSeeker,fr,1,290,212972,scout,orc,9806,474,10937,1633,3365,5306,7469,361,2738915
c5c0980c-5e60-4aed-b802-1c3c97b2c1cc,16ec501c-310d-4e88-b688-7f7040f4e35b,FrostSeeker486,int,1,291,172622,battleMage,darkElf,18219,1610,4178,6263,5628,7812,6076,5230,2772374
812c11d5-e127-4c1b-ba80-a1d880d3463e,4a4ba702-bf94-452b-971a-5f4c1b1ab728,FrostSeeker507,am,1,262,29803,mage,human,5182,475,10962,2105,3167,5111,5362,1532,632805
e8ea5ecb-84a8-4549-8faa-48578963249a,4a4ba702-bf94-452b-971a-5f4c1b1ab728,FrostSeeker594,fr,2,50,22278,berserker,dwarf,1251,194,424,610,724,291,818,559,443003
17e3f92a-fa8e-48bd-aeec-e784fdef7059,fedc04d4-3c98-46f0-acd2-d77d3c50361e,FrostSlayer,eu,2,221,35862,battleMage,goblin,8812,277,8194,1197,4722,363,2112,2813,735335
3b470b74-9eb3-4d6d-b0df-6c97b42d7dad,bfa3e719-fc75-4b3c-9b4e-62e9f5a4988b,FrostSlayer487,cz,1,159,86436,scout,elf,2343,144,13184,1713,3787,3177,403,3859,486569
ecf88239-2aba-41e4-aa7b-47c58ce38c84,c90514ee-993a-4eba-a4e8-c6937a7a40e1,FrostSlicer,de,1,326,206601,mage,gnome,17661,1058,13636,1107,6064,1902,2844,5294,3144515
3d3463dc-6ba8-4c39-94aa-0d3bdae62e47,d19b610e-4753-4c2c-a497-eccf3bbc3304,DragonQueen3685,am,2,392,126646,demonHunter,human,12344,3031,3492,2087,534,10158,8613,1781,967574
02a723f8-86cd-40a5-b79c-8ff1cdf8cc29,afa35097-332c-4a4d-a4ef-7d142865418b,FrostSlicer360,hu,1,100,39443,druid,gnome,4916,235,5778,2363,1212,627,2529,1921,629016
07faf2f2-d8c4-43d6-8b1e-918043195785,15793c0b-bc7c-4b13-a8d0-6becbef74d4f,FrostSlicer835,de,2,17,3,druid,elf,387,118,1479,175,353,473,480,293,139503
69516b7a-3216-43fa-9764-64948c49fb46,a04ce788-b72a-4ca6-bf9c-3dd98ae12a4b,FrostSlicer940,pl,1,217,32173,mage,gnome,11331,139,5145,113,5630,5799,584,1169,1501756
d0247f07-c1d8-4755-bf27-a0db48645156,a04ce788-b72a-4ca6-bf9c-3dd98ae12a4b,FrostStalker468,int,2,68,37151,demonHunter,orc,6198,319,3024,207,1382,1573,172,1158,268233
ab8bf9e8-4e62-4cec-9c7d-a082d087a29a,3dfe2d67-b327-4bff-8000-f011a275c030,FrostThief,pl,2,433,208258,druid,demon,40214,1558,41683,4324,8778,2511,8075,4764,2863032
a5e3d528-cf0f-4704-84a0-1082fd372210,ded41c23-87b9-449e-9ed7-edb73f588adf,FrostThief127,am,2,298,223345,berserker,dwarf,69,2551,4148,2395,8188,1430,3904,6090,664551
8aea17ce-3246-44f7-8a38-e27c2e8321a4,c2409e90-c388-4011-9e3e-50f8adf1c4a6,FrostThief200,de,2,485,209108,bard,elf,15622,499,24763,6985,5858,6544,14358,13260,3135090
5e7f68bf-8e68-4cf8-917f-83fd737b23de,c2409e90-c388-4011-9e3e-50f8adf1c4a6,FrostWalker10,fr,1,287,30091,demonHunter,goblin,1395,420,12615,2007,8497,5598,4458,8271,2573582
f26eb8c5-8df9-4098-8ab6-cc97d5ccc160,e49d1f97-0ec2-4333-938d-3c4bba69c70d,FrostWalker665,fr,2,482,143722,mage,dwarf,43822,1679,7039,11224,13921,7033,177,6126,2068401
3be2a8d0-d114-4c27-a8cb-fad1f5e366e6,273fa200-f4b1-44c6-a225-534074b4ab38,FrostWarden,hu,2,29,7607,demonHunter,demon,879,55,65,40,444,441,362,439,261131
0e43bee0-f0bb-430b-b311-c89508fd8ec6,e0eb2fc1-ddd5-4fa7-99c1-3a75346518fa,DragonRider6005,am,2,77,15354,bard,elf,5272,337,1944,1899,1966,1629,1466,406,635060
5f859452-c2e8-424d-a453-7b3df3950038,545351f6-6693-4608-ba5b-f8239edddc62,FrostWarden497,fr,2,216,213930,demonHunter,orc,7372,2090,13518,1730,2537,483,4904,6117,2143065
8fdddc84-87c6-4bc4-904b-f5b5c4b3ddaa,885947eb-a299-41de-93f2-e86433fcd2a3,FrostWarden82,de,1,344,73360,battleMage,demon,12318,3257,17393,10230,10049,4560,3263,9290,3219689
1118ce93-5e71-4d4e-9444-1c7b957ec6ea,38095728-0562-4d96-a0f1-a0298b333ca3,FrostWarden874,int,1,109,748,druid,elf,5444,912,3729,2695,207,352,2739,888,333528
2dc41503-5d54-4582-b457-b92a30b0534c,38095728-0562-4d96-a0f1-a0298b333ca3,FrostWhisper,hu,2,158,135659,mage,gnome,5343,474,7407,3486,2552,1002,1164,1047,1270807
3de1cd29-3068-4658-8f52-0572bb741ddc,daf1bfdd-da46-4277-993d-5f3f19f6d7bf,FrostWhisper152,fr,1,485,216981,scout,darkElf,4659,3437,31365,3538,12928,7844,538,7237,1454497
f1838f82-5ae5-42d9-87fe-7b1495c4b025,8d95e1a6-4d2a-4019-ad2c-6b1b7e57ab72,FrostWhisper285,eu,1,95,43876,mage,gnome,8339,754,3200,2031,65,2486,376,2624,322213
e7d283a9-2fda-4030-8a2c-4d90af423c46,fc0e1083-1de8-4b30-b642-84c5d35e1ac4,FrostWhisper773,de,2,148,22576,assasin,elf,10769,872,9479,1941,357,1267,1113,1760,917937
ff9098ef-9b5f-4df8-9a83-011ef7db3da8,1ac2613c-0e47-404a-85c3-9cffcef2ea33,GhostBeast,hu,2,236,79040,bard,human,9775,116,19237,5767,5033,6517,964,6660,468469
7eaa8065-1811-401a-8b34-9f9d6cc449a4,330f9a8c-0935-4cc7-9032-8a2dfab2c1a0,GhostBeast565,cz,2,363,4520,battleMage,orc,14841,1027,33079,10233,10566,5845,1870,6110,629356
f8a10ce6-c650-495c-a703-6b7ff8bcaeff,330f9a8c-0935-4cc7-9032-8a2dfab2c1a0,GhostBeast59,fr,2,430,149914,battleMage,gnome,37309,3390,27948,4154,10691,2482,12451,6270,466617
d017cb10-74dd-41a8-85d9-dccfc40591a4,4653ad58-c644-4aa8-b52d-bdb0f176e812,FireWizard6190,fr,1,62,45023,battleMage,elf,4798,395,2625,601,1449,830,1125,1638,312264
8c0719ec-cc67-4b8a-b26a-f355b16f97bc,e0eb2fc1-ddd5-4fa7-99c1-3a75346518fa,IceWalker87,eu,1,161,51776,bard,orc,2806,251,459,1846,3925,2230,4413,4316,599985
472a8b92-57bc-407e-9948-e6e23878ff24,65b02052-5e8e-4ddb-84d2-600b13a60232,GhostBreaker,eu,1,47,30421,demonHunter,elf,956,358,2858,356,986,428,1217,66,210860
5e4c4ed7-2e14-4aa1-9fc5-e056960e473e,65b02052-5e8e-4ddb-84d2-600b13a60232,GhostBreaker136,hu,1,276,262138,demonHunter,elf,12646,2143,21158,6125,2354,7882,7637,7042,581197
8cd75809-65ea-461c-b6fb-b116a7298d42,b5e31de4-20e5-48dc-8aab-037a69b337c8,GhostBreaker444,pl,2,86,35196,warrior,human,2061,273,8178,309,2149,1575,2202,182,604896
0cbdb244-1c4d-4493-8e1a-b9bb74278ae8,67083488-1ff1-4c55-b32c-b4a550d1e7f8,GhostBreaker64,fr,2,477,323105,battleMage,gnome,4834,1550,11724,7571,8086,1349,11562,1781,3649967
e845701f-98d6-40a9-9aed-41108fb0a325,beb69ad7-16e6-4244-aa71-95c55b969166,GhostFang,am,1,382,12068,mage,orc,9122,2216,19161,10648,7865,3497,1158,4945,3789971
178467a5-63a6-43bf-86c9-9714d019c71e,beb69ad7-16e6-4244-aa71-95c55b969166,GhostFang881,de,1,489,197678,mage,human,24996,2046,45815,13926,2495,13017,6396,4521,4038451
bf85e98d-1904-46fa-8a4c-964d7e248b1f,809bdfdc-0f16-48c6-abf7-36e2fe0befdb,GhostHeart,int,1,39,27450,mage,elf,3633,28,2530,801,193,994,1064,972,235567
11a0d655-e7ec-4d2a-b4ed-5d2377d4c57f,e11c2990-7291-4f7b-9ae5-4ec8bb6983b2,GhostHeart806,am,2,22,14077,bard,dwarf,1031,123,199,209,306,41,229,361,132350
b900a74d-8151-45d6-9c15-1fb1ede1daae,cd457ba4-f677-4c39-ac76-d7cd330d931f,GhostKing,pl,1,244,238961,mage,human,1222,981,4012,1079,3261,4637,3112,5055,301401
d83e0683-94ee-451d-8f0e-00e8e6e11e0e,93f186f7-292f-4b58-9887-172bbb583d15,GhostKing96,de,1,266,190381,bard,goblin,22593,206,17710,2243,6489,6705,2822,3731,1190934
eb978fc8-a428-4676-8d62-c39ccad36052,25be2730-6b4e-4a1b-94d2-13b48b11fa68,KnightLord3859,eu,2,84,55419,berserker,dwarf,4046,194,3410,57,1717,1495,1555,669,538139
234709f5-73fb-4ca9-bc7d-730ed7b3f51c,aae0d1b9-fbde-4109-98fd-9aa35ac23dbf,GhostKnight,int,2,1,934,scout,gnome,46,0,97,12,6,3,28,19,2498
4bc817b4-d347-4378-81af-48de4489def5,adfa97e4-387b-4a79-b114-257020f73156,GhostKnight460,cz,2,460,451474,bard,human,23221,4596,253,7393,10644,9308,864,9972,3393532
319b0a32-ac33-4fb6-96ec-717e262b3146,6f414e47-264c-483c-bbe5-48420cc4d7d8,GhostKnight485,pl,1,104,79995,warrior,dwarf,1319,765,1430,2703,1029,1630,1809,448,912732
15decb91-db8c-4656-b6f8-66e8dfe982db,6058d26a-01e3-4cf5-8e2b-e426f599c1c8,GhostKnight936,cz,2,487,33914,demonHunter,gnome,12915,4340,26036,2994,9471,7035,10121,7896,2650553
888192f1-f221-452a-b9e6-282522c20291,ba7904a7-9308-4f24-8f62-c2d3364cfbb4,GhostLord,cz,1,447,84606,mage,demon,29814,2484,35135,300,899,11509,2553,4257,3925260
1b46c4eb-6afd-4c79-b2d8-cce4d68ff036,8df1643c-ae78-4fc4-8377-52459f6873a3,GhostLord230,de,1,62,32833,berserker,dwarf,4427,113,1774,19,1379,454,943,681,365659
70a916ff-7abd-44cc-81eb-7762586ec92a,fdb9b89e-c1e1-4687-bc68-95444b31accf,GhostLord563,eu,2,113,55014,druid,goblin,5012,554,9571,3199,2708,573,778,1307,535885
